Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Moon-Phase-Angle,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,Visible-Overlap-Sun-Moon-Start-Time,Visible-Overlap-Sun-Moon-End-Time,Total-Visible-Overlap-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-Visible-Overlap-Days,Total-No-Sun-No-Moon-Days
2003-01-01,06:51:10,16:37:53,9:46:43,05:02:00,14:58:00,,,9:56:00,341.43,06:51:10,14:58:00,8:06:50,,,0:00:00,00:00:00,00:00:00,12:24:07,,,,,
2003-01-02,06:51:21,16:38:39,9:47:17,06:10:00,15:52:00,,,9:42:00,354.43,06:51:21,15:52:00,9:00:38,,,0:00:00,00:00:00,00:00:00,13:31:21,,,,,
2003-01-03,06:51:31,16:39:26,9:47:55,07:13:00,16:53:00,,,9:40:00,7.43,07:13:00,16:39:26,9:26:26,,,0:00:00,00:00:00,00:00:00,13:58:31,,,,,
2003-01-04,06:51:38,16:40:14,9:48:36,08:07:00,17:57:00,,,9:50:00,20.43,08:07:00,16:40:14,8:33:14,,,0:00:00,00:00:00,00:00:00,12:54:39,,,,,
2003-01-05,06:51:44,16:41:03,9:49:19,,19:02:00,,,19:02:00,33.43,06:51:44,16:41:03,9:49:19,,,0:00:00,19:02:00,00:00:00,4:58:00,,,,,
2003-01-06,06:51:48,16:41:54,9:50:06,09:30:00,20:06:00,,,10:36:00,45.43,09:30:00,16:41:54,7:11:54,,,0:00:00,00:00:00,00:00:00,10:45:48,,,,,
2003-01-07,06:51:49,16:42:45,9:50:56,10:01:00,21:07:00,,,11:06:00,56.43,10:01:00,16:42:45,6:41:46,,,0:00:00,00:00:00,00:00:00,9:44:50,,,,,
2003-01-08,06:51:49,16:43:38,9:51:49,10:29:00,22:05:00,,,11:36:00,68.43,10:29:00,16:43:38,6:14:39,,,0:00:00,00:00:00,00:00:00,8:46:50,,,,,
2003-01-09,06:51:47,16:44:32,9:52:45,10:55:00,23:01:00,,,12:06:00,79.43,10:55:00,16:44:32,5:49:32,,,0:00:00,00:00:00,00:00:00,7:50:48,,,,,
2003-01-10,06:51:43,16:45:26,9:53:43,11:19:00,23:57:00,,,12:38:00,90.43,11:19:00,16:45:26,5:26:27,11:19:00,16:45:26,5:26:27,00:00:00,00:00:00,6:54:43,,,,,
2003-01-11,06:51:37,16:46:21,9:54:44,11:44:00,,,,12:16:00,100.43,11:44:00,16:46:21,5:02:22,11:44:00,16:46:21,5:02:22,00:00:00,06:51:37,6:51:37,,,,,
2003-01-12,06:51:29,16:47:17,9:55:49,,00:53:00,12:10:00,,12:43:00,111.43,12:10:00,16:47:17,4:37:18,12:10:00,16:47:17,4:37:18,00:53:00,06:51:29,5:58:29,,,,,
2003-01-13,06:51:19,16:48:14,9:56:55,,01:50:00,12:39:00,,13:11:00,122.43,12:39:00,16:48:14,4:09:15,12:39:00,16:48:14,4:09:15,01:50:00,06:51:19,5:01:19,,,,,
2003-01-14,06:51:07,16:49:12,9:58:05,,02:49:00,13:12:00,,13:37:00,133.43,13:12:00,16:49:12,3:37:12,13:12:00,16:49:12,3:37:12,02:49:00,06:51:07,4:02:08,,,,,
2003-01-15,06:50:53,16:50:10,9:59:17,,03:49:00,13:50:00,,13:59:00,144.43,13:50:00,16:50:10,3:00:11,13:50:00,16:50:10,3:00:11,03:49:00,06:50:53,3:01:54,,,,,
2003-01-16,06:50:38,16:51:09,10:00:31,,04:50:00,14:36:00,,14:14:00,156.43,14:36:00,16:51:09,2:15:09,14:36:00,16:51:09,2:15:09,04:50:00,06:50:38,2:00:38,,,,,
2003-01-17,06:50:20,16:52:08,10:01:48,,05:49:00,15:30:00,,14:19:00,168.43,15:30:00,16:52:08,1:22:09,15:30:00,16:52:08,1:22:09,05:49:00,06:50:20,1:01:20,,,,,
2003-01-18,06:50:00,16:53:08,10:03:08,,06:44:00,16:31:00,,14:13:00,180.43,16:31:00,16:53:08,0:22:09,16:31:00,16:53:08,0:22:09,06:44:00,06:50:00,0:06:01,,,,,
2003-01-19,06:49:39,16:54:08,10:04:29,,07:33:00,17:38:00,,13:55:00,193.43,06:49:39,07:33:00,0:43:21,06:49:39,07:33:00,0:43:21,16:54:08,17:38:00,0:43:51,,,,,
2003-01-20,06:49:16,16:55:09,10:05:54,,08:16:00,18:47:00,,13:29:00,205.43,06:49:16,08:16:00,1:26:44,06:49:16,08:16:00,1:26:44,16:55:09,18:47:00,1:51:50,,,,,
