Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-No-Sun-No-Moon-Days
2002-01-01,07:20:23,16:39:04,9:18:41,,09:22:00,,,9:22:00,07:20:23,09:22:00,2:01:37,16:39:04,00:00:00,7:20:55,,,,
2002-01-02,07:20:28,16:39:55,9:19:27,,10:04:00,20:32:00,,13:32:00,07:20:28,10:04:00,2:43:31,16:39:55,20:32:00,3:52:04,,,,
2002-01-03,07:20:32,16:40:48,9:20:16,,10:40:00,21:46:00,,12:54:00,07:20:32,10:40:00,3:19:28,16:40:48,21:46:00,5:05:12,,,,
2002-01-04,07:20:33,16:41:42,9:21:09,,11:11:00,22:58:00,,12:13:00,07:20:33,11:11:00,3:50:27,16:41:42,22:58:00,6:16:18,,,,
2002-01-05,07:20:32,16:42:38,9:22:06,,11:40:00,,,11:40:00,07:20:32,11:40:00,4:19:28,16:42:38,00:00:00,7:17:22,,,,
2002-01-06,07:20:28,16:43:35,9:23:06,00:09:00,12:08:00,,,11:59:00,07:20:28,12:08:00,4:47:31,00:00:00,00:00:00,7:25:25,,,,
2002-01-07,07:20:23,16:44:33,9:24:10,01:18:00,12:37:00,,,11:19:00,07:20:23,12:37:00,5:16:37,00:00:00,00:00:00,8:33:27,,,,
2002-01-08,07:20:15,16:45:33,9:25:18,02:27:00,13:07:00,,,10:40:00,07:20:15,13:07:00,5:46:45,00:00:00,00:00:00,9:41:27,,,,
2002-01-09,07:20:05,16:46:33,9:26:29,03:36:00,13:42:00,,,10:06:00,07:20:05,13:42:00,6:21:55,00:00:00,00:00:00,10:49:26,,,,
2002-01-10,07:19:52,16:47:35,9:27:43,04:43:00,14:22:00,,,9:39:00,07:19:52,14:22:00,7:02:07,00:00:00,00:00:00,11:55:24,,,,
2002-01-11,07:19:37,16:48:38,9:29:01,05:46:00,15:08:00,,,9:22:00,07:19:37,15:08:00,7:48:22,00:00:00,00:00:00,12:57:21,,,,
2002-01-12,07:19:21,16:49:43,9:30:22,06:44:00,15:59:00,,,9:15:00,07:19:21,15:59:00,8:39:39,00:00:00,00:00:00,13:54:17,,,,
2002-01-13,07:19:01,16:50:48,9:31:46,07:34:00,16:56:00,,,9:22:00,07:34:00,16:50:48,9:16:48,00:00:00,00:00:00,14:23:02,,,,
2002-01-14,07:18:40,16:51:54,9:33:14,08:18:00,17:56:00,,,9:38:00,08:18:00,16:51:54,8:33:54,00:00:00,00:00:00,13:22:41,,,,
2002-01-15,07:18:17,16:53:01,9:34:44,08:54:00,18:57:00,,,10:03:00,08:54:00,16:53:01,7:59:01,00:00:00,00:00:00,12:21:17,,,,
2002-01-16,07:17:51,16:54:08,9:36:18,09:25:00,,,,14:35:00,09:25:00,16:54:08,7:29:09,00:00:00,07:17:51,7:17:51,,,,
2002-01-17,07:17:23,16:55:17,9:37:54,09:53:00,20:56:00,,,11:03:00,09:53:00,16:55:17,7:02:17,00:00:00,00:00:00,10:21:24,,,,
2002-01-18,07:16:53,16:56:26,9:39:33,10:17:00,21:55:00,,,11:38:00,10:17:00,16:56:26,6:39:27,00:00:00,00:00:00,9:21:54,,,,
2002-01-19,07:16:21,16:57:36,9:41:15,10:41:00,22:53:00,,,12:12:00,10:41:00,16:57:36,6:16:37,00:00:00,00:00:00,8:23:21,,,,
2002-01-20,07:15:47,16:58:47,9:43:00,11:03:00,23:52:00,,,12:49:00,11:03:00,16:58:47,5:55:47,00:00:00,00:00:00,7:23:47,,,,
2002-01-21,07:15:11,16:59:58,9:44:47,11:27:00,,,,12:33:00,11:27:00,16:59:58,5:32:58,00:00:00,07:15:11,7:15:11,,,,
2002-01-22,07:14:32,17:01:09,9:46:37,,00:52:00,11:54:00,,12:58:00,11:54:00,17:01:09,5:07:10,00:52:00,07:14:32,6:22:33,,,,
2002-01-23,07:13:52,17:02:21,9:48:29,,01:55:00,12:24:00,,13:31:00,12:24:00,17:02:21,4:38:22,01:55:00,07:13:52,5:18:52,,,,
2002-01-24,07:13:10,17:03:34,9:50:24,,03:00:00,12:59:00,,14:01:00,12:59:00,17:03:34,4:04:34,03:00:00,07:13:10,4:13:10,,,,
2002-01-25,07:12:25,17:04:46,9:52:21,,04:07:00,13:43:00,,14:24:00,13:43:00,17:04:46,3:21:47,04:07:00,07:12:25,3:05:26,,,,
2002-01-26,07:11:39,17:06:00,9:54:20,,05:12:00,14:37:00,,14:35:00,14:37:00,17:06:00,2:29:00,05:12:00,07:11:39,1:59:40,,,,
2002-01-27,07:10:51,17:07:13,9:56:22,,06:14:00,15:40:00,,14:34:00,15:40:00,17:07:13,1:27:13,06:14:00,07:10:51,0:56:52,,,,
2002-01-28,07:10:01,17:08:27,9:58:25,,07:09:00,16:52:00,,14:17:00,16:52:00,17:08:27,0:16:27,07:09:00,07:10:01,0:01:02,,,,
2002-01-29,07:09:09,17:09:40,10:00:31,,07:56:00,18:09:00,,13:47:00,07:09:09,07:56:00,0:46:50,17:09:40,18:09:00,0:59:19,,,,
2002-01-30,07:08:16,17:10:54,10:02:38,,08:36:00,,,8:36:00,07:08:16,08:36:00,1:27:44,17:10:54,00:00:00,6:49:05,,,,
2002-01-31,07:07:21,17:12:08,10:04:48,,09:10:00,20:43:00,,12:27:00,07:07:21,09:10:00,2:02:39,17:12:08,20:43:00,3:30:51,,,,
2002-02-01,07:06:23,17:13:23,10:06:59,,09:41:00,21:57:00,,11:44:00,07:06:23,09:41:00,2:34:36,17:13:23,21:57:00,4:43:37,,,,
2002-02-02,07:05:25,17:14:37,10:09:12,,10:10:00,23:09:00,,11:01:00,07:05:25,10:10:00,3:04:35,17:14:37,23:09:00,5:54:23,,,,
2002-02-03,07:04:24,17:15:51,10:11:27,,10:39:00,,,10:39:00,07:04:24,10:39:00,3:34:35,17:15:51,00:00:00,6:44:09,,,,
2002-02-04,07:03:22,17:17:05,10:13:43,00:19:00,11:10:00,,,10:51:00,07:03:22,11:10:00,4:06:37,00:00:00,00:00:00,7:01:54,,,,
2002-02-05,07:02:18,17:18:19,10:16:01,01:28:00,11:43:00,,,10:15:00,07:02:18,11:43:00,4:40:41,00:00:00,00:00:00,8:09:40,,,,
