Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-No-Sun-No-Moon-Days
2024-01-01,05:47:22,20:09:03,14:21:42,23:39:00,,,,0:21:00,,,0:00:00,00:00:00,23:39:00,9:17:18,,,,
2024-01-02,05:48:06,20:09:15,14:21:09,,11:10:00,,,11:10:00,05:48:06,11:10:00,5:21:54,20:09:15,00:00:00,3:50:45,,,,
2024-01-03,05:48:51,20:09:24,14:20:33,00:03:00,12:05:00,,,12:02:00,05:48:51,12:05:00,6:16:08,00:00:00,00:00:00,3:53:35,,,,
2024-01-04,05:49:38,20:09:32,14:19:54,00:27:00,13:00:00,,,12:33:00,05:49:38,13:00:00,7:10:21,00:00:00,00:00:00,4:17:27,,,,
2024-01-05,05:50:26,20:09:38,14:19:12,00:50:00,13:57:00,,,13:07:00,05:50:26,13:57:00,8:06:34,00:00:00,00:00:00,4:40:22,,,,
2024-01-06,05:51:15,20:09:42,14:18:27,01:16:00,14:57:00,,,13:41:00,05:51:15,14:57:00,9:05:45,00:00:00,00:00:00,5:06:18,,,,
2024-01-07,05:52:05,20:09:44,14:17:39,01:46:00,16:00:00,,,14:14:00,05:52:05,16:00:00,10:07:55,00:00:00,00:00:00,5:36:16,,,,
2024-01-08,05:52:56,20:09:44,14:16:49,02:20:00,17:06:00,,,14:46:00,05:52:56,17:06:00,11:13:04,00:00:00,00:00:00,6:10:15,,,,
2024-01-09,05:53:47,20:09:43,14:15:55,03:03:00,18:13:00,,,15:10:00,05:53:47,18:13:00,12:19:12,00:00:00,00:00:00,6:53:17,,,,
2024-01-10,05:54:40,20:09:39,14:14:59,03:55:00,19:19:00,,,15:24:00,05:54:40,19:19:00,13:24:20,00:00:00,00:00:00,7:45:21,,,,
2024-01-11,05:55:33,20:09:34,14:14:00,04:58:00,20:18:00,,,15:20:00,05:55:33,20:09:34,14:14:00,00:00:00,00:00:00,8:40:00,,,,
2024-01-12,05:56:28,20:09:26,14:12:59,06:09:00,21:09:00,,,15:00:00,06:09:00,20:09:26,14:00:27,00:00:00,00:00:00,8:47:28,,,,
2024-01-13,05:57:23,20:09:17,14:11:55,07:24:00,21:52:00,,,14:28:00,07:24:00,20:09:17,12:45:18,00:00:00,00:00:00,8:05:23,,,,
2024-01-14,05:58:18,20:09:06,14:10:48,08:39:00,22:28:00,,,13:49:00,08:39:00,20:09:06,11:30:07,00:00:00,00:00:00,7:30:19,,,,
2024-01-15,05:59:14,20:08:53,14:09:39,,23:00:00,,,23:00:00,05:59:14,20:08:53,14:09:39,23:00:00,00:00:00,1:00:00,,,,
2024-01-16,06:00:11,20:08:38,14:08:27,11:01:00,23:30:00,,,12:29:00,11:01:00,20:08:38,9:07:39,00:00:00,00:00:00,6:30:12,,,,
2024-01-17,06:01:08,20:08:22,14:07:13,12:09:00,23:58:00,,,11:49:00,12:09:00,20:08:22,7:59:22,00:00:00,00:00:00,6:03:09,,,,
2024-01-18,06:02:06,20:08:03,14:05:57,13:15:00,,,,10:45:00,13:15:00,20:08:03,6:53:04,00:00:00,06:02:06,6:02:07,,,,
2024-01-19,06:03:05,20:07:43,14:04:38,,00:28:00,14:22:00,,10:06:00,14:22:00,20:07:43,5:45:44,00:28:00,06:03:05,5:35:05,,,,
2024-01-20,06:04:03,20:07:21,14:03:18,,01:01:00,15:29:00,,9:32:00,15:29:00,20:07:21,4:38:21,01:01:00,06:04:03,5:03:04,,,,
2024-01-21,06:05:02,20:06:57,14:01:55,,01:38:00,16:35:00,,9:03:00,16:35:00,20:06:57,3:31:58,01:38:00,06:05:02,4:27:03,,,,
2024-01-22,06:06:01,20:06:31,14:00:30,,02:21:00,17:37:00,,8:44:00,17:37:00,20:06:31,2:29:32,02:21:00,06:06:01,3:45:02,,,,
2024-01-23,06:07:01,20:06:04,13:59:03,,03:11:00,18:35:00,,8:36:00,18:35:00,20:06:04,1:31:04,03:11:00,06:07:01,2:56:02,,,,
2024-01-24,06:08:01,20:05:35,13:57:34,,04:06:00,19:25:00,,8:41:00,19:25:00,20:05:35,0:40:35,04:06:00,06:08:01,2:02:01,,,,
2024-01-25,06:09:01,20:05:04,13:56:03,,05:05:00,20:08:00,,8:57:00,,,0:00:00,05:05:00,20:08:00,1:06:57,,,,
2024-01-26,06:10:01,20:04:31,13:54:30,,06:06:00,20:44:00,,9:22:00,,,0:00:00,06:06:00,20:44:00,0:43:30,,,,
2024-01-27,06:11:01,20:03:57,13:52:56,,07:06:00,21:15:00,,9:51:00,06:11:01,07:06:00,0:54:58,20:03:57,21:15:00,1:11:02,,,,
2024-01-28,06:12:01,20:03:21,13:51:20,,08:05:00,21:41:00,,10:24:00,06:12:01,08:05:00,1:52:58,20:03:21,21:41:00,1:37:38,,,,
2024-01-29,06:13:02,20:02:43,13:49:42,,09:02:00,22:06:00,,10:56:00,06:13:02,09:02:00,2:48:58,20:02:43,22:06:00,2:03:16,,,,
2024-01-30,06:14:02,20:02:04,13:48:02,,09:57:00,22:29:00,,11:28:00,06:14:02,09:57:00,3:42:58,20:02:04,22:29:00,2:26:55,,,,
