Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-No-Sun-No-Moon-Days
2002-01-01,05:47:39,20:09:11,14:21:31,,07:12:00,21:59:00,,9:13:00,05:47:39,07:12:00,1:24:20,20:09:11,21:59:00,1:49:49,,,,
2002-01-02,05:48:24,20:09:21,14:20:57,,08:22:00,22:45:00,,9:37:00,05:48:24,08:22:00,2:33:35,20:09:21,22:45:00,2:35:38,,,,
2002-01-03,05:49:10,20:09:30,14:20:20,,09:33:00,23:26:00,,10:07:00,05:49:10,09:33:00,3:43:49,20:09:30,23:26:00,3:16:29,,,,
2002-01-04,05:49:57,20:09:37,14:19:40,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,9:40:20,,,,
2002-01-05,05:50:45,20:09:43,14:18:57,00:02:00,11:50:00,,,11:48:00,05:50:45,11:50:00,5:59:14,00:00:00,00:00:00,3:52:17,,,,
2002-01-06,05:51:35,20:09:46,14:18:11,00:36:00,12:56:00,,,12:20:00,05:51:35,12:56:00,7:04:25,00:00:00,00:00:00,4:26:14,,,,
2002-01-07,05:52:25,20:09:47,14:17:23,01:08:00,14:01:00,,,12:53:00,05:52:25,14:01:00,8:08:35,00:00:00,00:00:00,4:58:12,,,,
2002-01-08,05:53:16,20:09:47,14:16:31,01:41:00,15:06:00,,,13:25:00,05:53:16,15:06:00,9:12:44,00:00:00,00:00:00,5:31:12,,,,
2002-01-09,05:54:08,20:09:45,14:15:37,02:16:00,16:10:00,,,13:54:00,05:54:08,16:10:00,10:15:52,00:00:00,00:00:00,6:06:15,,,,
2002-01-10,05:55:01,20:09:41,14:14:40,02:54:00,17:14:00,,,14:20:00,05:55:01,17:14:00,11:18:59,00:00:00,00:00:00,6:44:19,,,,
2002-01-11,05:55:55,20:09:35,14:13:40,03:36:00,18:15:00,,,14:39:00,05:55:55,18:15:00,12:19:05,00:00:00,00:00:00,7:26:25,,,,
2002-01-12,05:56:49,20:09:27,14:12:38,04:23:00,19:12:00,,,14:49:00,05:56:49,19:12:00,13:15:10,00:00:00,00:00:00,8:13:33,,,,
2002-01-13,05:57:44,20:09:17,14:11:33,05:15:00,20:05:00,,,14:50:00,05:57:44,20:05:00,14:07:15,00:00:00,00:00:00,9:05:43,,,,
2002-01-14,05:58:40,20:09:05,14:10:25,06:11:00,20:51:00,,,14:40:00,06:11:00,20:09:05,13:58:06,00:00:00,00:00:00,9:07:41,,,,
2002-01-15,05:59:36,20:08:52,14:09:15,07:08:00,21:31:00,,,14:23:00,07:08:00,20:08:52,13:00:52,00:00:00,00:00:00,8:28:37,,,,
2002-01-16,06:00:33,20:08:36,14:08:03,08:05:00,22:06:00,,,14:01:00,08:05:00,20:08:36,12:03:37,00:00:00,00:00:00,7:54:34,,,,
2002-01-17,06:01:31,20:08:19,14:06:48,09:02:00,22:38:00,,,13:36:00,09:02:00,20:08:19,11:06:19,00:00:00,00:00:00,7:23:31,,,,
2002-01-18,06:02:29,20:08:00,14:05:31,09:57:00,23:06:00,,,13:09:00,09:57:00,20:08:00,10:11:00,00:00:00,00:00:00,6:56:29,,,,
2002-01-19,06:03:27,20:07:39,14:04:12,,23:33:00,,,23:33:00,06:03:27,20:07:39,14:04:12,23:33:00,00:00:00,0:27:00,,,,
2002-01-20,06:04:26,20:07:16,14:02:50,11:46:00,,,,12:14:00,11:46:00,20:07:16,8:21:17,00:00:00,06:04:26,6:04:27,,,,
2002-01-21,06:05:25,20:06:52,14:01:27,12:41:00,,,,11:19:00,12:41:00,20:06:52,7:25:52,00:00:00,06:05:25,6:05:26,,,,
2002-01-22,06:06:24,20:06:25,14:00:01,,00:28:00,13:37:00,,10:51:00,13:37:00,20:06:25,6:29:26,00:28:00,06:06:24,5:38:25,,,,
